#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-03T10:07:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5d1c7e3023be0 
#INFO -out.max=unlimited 
#INFO queryParameters=16 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/813/47/map_list
#-nav=cat:J/ApJ/813/47&tab:{J/ApJ/813/47/map_list}&key:source=J/ApJ/813/47/map_list&HTTPPRM:&&-ref=VIZ5d1c7e3023be0&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=Model&-out=Teff&-out=log(g)&-out=[Fe/H]&-out=C/O&-out=SpType&-out=pt&-ignore=pt=*&pt=pt&-out=ab&ab=ab&-out=sp&sp=sp&-out=Flags&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/ApJ/813/47/map_list
#-source=J/ApJ/813/47/map_list
#-out=Model
#-out=Teff
#-out=log(g)
#-out=[Fe/H]
#-out=C/O
#-out=SpType
#-out=pt
#-out=ab
#-out=sp
#-out=Flags
#
#
#RESOURCE=yCat_18130047
#Name: J/ApJ/813/47
#Title: Model atmospheres of irradiated exoplanets (Molliere+, 2015)
#Table J_ApJ_813_47_map_list:
#Name: J/ApJ/813/47/map_list
#Title: File for mapping the model number to the planetary log(g), [Fe/H], C/O, Teff and the host star spectral type and the model flags
#---Details of Columns:
#    Model            (A5)    [1/10640] Model ID [ucd=meta.id;stat.param;meta.modelled]
#    Teff (K)         (I4)    Effective temperature [ucd=phys.temperature.effective]
#    log(g) ([cm/s2]) (F4.1)  Gravitional acceleration [ucd=phys.gravity]
#    [Fe/H]           (F4.1)  Planetary metallicity [ucd=phys.abund.Z]
#    C/O              (F5.2)  Carbon-to-oxygen number ratio [ucd=phys.abund]
#    SpType           (A2)    Spectral type of host star [ucd=src.spType]
#    pt               (A2)    Display the Atmospheric structure file [ucd=meta.ref.url]
#    ab               (A2)    Display the Atmospheric abundances file [ucd=meta.ref.url]
#    sp               (A2)    Show the spectrum [ucd=meta.ref.url]
#    Flags            (a50)   Model flags (1) [ucd=meta.code.error]
#---- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
#           log(                                                                          
#           g) (            Sp                                                            
#      Teff [cm/ [F         Ty                                                            
#Model (K)  s2]) e/H] C/O   pe pt ab sp Flags                                             
#----- ---- ---- ---- ----- -- -- -- -- --------------------------------------------------
04987 2500  2.3  0.5  0.85 G5 pt ab sp _t3000k
04988 2500  2.3  0.5  0.91 G5 pt ab sp 
04989 2500  2.3  0.5  0.92 G5 pt ab sp 
04990 2500  2.3  0.5  0.93 G5 pt ab sp 
04991 2500  2.3  0.5  0.94 G5 pt ab sp 
04992 2500  2.3  0.5  0.95 G5 pt ab sp _conv
04993 2500  2.3  0.5  0.90 G5 pt ab sp _t3000k
04994 2500  2.3  0.5  1.05 G5 pt ab sp 
04995 2500  2.3  0.5  1.00 G5 pt ab sp 
04996 2500  2.3  0.5  1.12 G5 pt ab sp 
04997 2500  2.3  0.5  1.40 G5 pt ab sp 
04998 2500  2.3  1.0  0.35 G5 pt ab sp _t3000k
04999 2500  2.3  1.0  0.55 G5 pt ab sp _t3000k
05000 2500  2.3  1.0  0.71 G5 pt ab sp _t3000k
05001 2500  2.3  1.0  0.72 G5 pt ab sp _t3000k
05002 2500  2.3  1.0  0.73 G5 pt ab sp _t3000k
05003 2500  2.3  1.0  0.74 G5 pt ab sp _t3000k
05004 2500  2.3  1.0  0.75 G5 pt ab sp _t3000k
05005 2500  2.3  1.0  0.70 G5 pt ab sp _t3000k
05006 2500  2.3  1.0  0.85 G5 pt ab sp _t3000k
05007 2500  2.3  1.0  0.91 G5 pt ab sp 
05008 2500  2.3  1.0  0.92 G5 pt ab sp _conv
05009 2500  2.3  1.0  0.93 G5 pt ab sp _conv
05010 2500  2.3  1.0  0.94 G5 pt ab sp _conv
05011 2500  2.3  1.0  0.95 G5 pt ab sp _conv
05012 2500  2.3  1.0  0.90 G5 pt ab sp 
05013 2500  2.3  1.0  1.05 G5 pt ab sp 
05014 2500  2.3  1.0  1.00 G5 pt ab sp 
05015 2500  2.3  1.0  1.12 G5 pt ab sp 
05016 2500  2.3  1.0  1.40 G5 pt ab sp 
05017 2500  2.3  2.0  0.35 G5 pt ab sp _t3000k_conv
05018 2500  2.3  2.0  0.55 G5 pt ab sp _t3000k_conv
05019 2500  2.3  2.0  0.71 G5 pt ab sp _t3000k_conv
05020 2500  2.3  2.0  0.72 G5 pt ab sp _t3000k_conv
05021 2500  2.3  2.0  0.73 G5 pt ab sp _t3000k
05022 2500  2.3  2.0  0.74 G5 pt ab sp _t3000k
05023 2500  2.3  2.0  0.75 G5 pt ab sp _t3000k_conv
05024 2500  2.3  2.0  0.70 G5 pt ab sp _t3000k_conv
05025 2500  2.3  2.0  0.85 G5 pt ab sp _t3000k
05026 2500  2.3  2.0  0.91 G5 pt ab sp _t3000k_conv
05027 2500  2.3  2.0  0.92 G5 pt ab sp _conv
05028 2500  2.3  2.0  0.93 G5 pt ab sp _conv
05029 2500  2.3  2.0  0.94 G5 pt ab sp _conv
05030 2500  2.3  2.0  0.95 G5 pt ab sp _conv
05031 2500  2.3  2.0  0.90 G5 pt ab sp _t3000k
05032 2500  2.3  2.0  1.05 G5 pt ab sp 
05033 2500  2.3  2.0  1.00 G5 pt ab sp _conv
05034 2500  2.3  2.0  1.12 G5 pt ab sp _t3000k
05035 2500  2.3  2.0  1.40 G5 pt ab sp _t3000k
05036 2500  3.0 -0.5  0.35 G5 pt ab sp _t3000k
05037 2500  3.0 -0.5  0.55 G5 pt ab sp _t3000k
05038 2500  3.0 -0.5  0.71 G5 pt ab sp _t3000k
05039 2500  3.0 -0.5  0.72 G5 pt ab sp _t3000k
05040 2500  3.0 -0.5  0.73 G5 pt ab sp _t3000k
05041 2500  3.0 -0.5  0.74 G5 pt ab sp _t3000k
05042 2500  3.0 -0.5  0.75 G5 pt ab sp 
05043 2500  3.0 -0.5  0.70 G5 pt ab sp _t3000k
05044 2500  3.0 -0.5  0.85 G5 pt ab sp 
05045 2500  3.0 -0.5  0.91 G5 pt ab sp 
05046 2500  3.0 -0.5  0.92 G5 pt ab sp 
05047 2500  3.0 -0.5  0.93 G5 pt ab sp 
05048 2500  3.0 -0.5  0.94 G5 pt ab sp 
05049 2500  3.0 -0.5  0.95 G5 pt ab sp 
05050 2500  3.0 -0.5  0.90 G5 pt ab sp 
05051 2500  3.0 -0.5  1.05 G5 pt ab sp 
05052 2500  3.0 -0.5  1.00 G5 pt ab sp 
05053 2500  3.0 -0.5  1.12 G5 pt ab sp 
05054 2500  3.0 -0.5  1.40 G5 pt ab sp 
05055 2500  3.0  0.0  0.35 G5 pt ab sp _t3000k
05056 2500  3.0  0.0  0.55 G5 pt ab sp _t3000k
05057 2500  3.0  0.0  0.71 G5 pt ab sp _t3000k
05058 2500  3.0  0.0  0.72 G5 pt ab sp _t3000k
05059 2500  3.0  0.0  0.73 G5 pt ab sp _t3000k
05060 2500  3.0  0.0  0.74 G5 pt ab sp _t3000k
05061 2500  3.0  0.0  0.75 G5 pt ab sp _t3000k
05062 2500  3.0  0.0  0.70 G5 pt ab sp _t3000k
05063 2500  3.0  0.0  0.85 G5 pt ab sp _t3000k
05064 2500  3.0  0.0  0.91 G5 pt ab sp _t3000k
05065 2500  3.0  0.0  0.92 G5 pt ab sp _t3000k
05066 2500  3.0  0.0  0.93 G5 pt ab sp _t3000k
05067 2500  3.0  0.0  0.94 G5 pt ab sp _t3000k
05068 2500  3.0  0.0  0.95 G5 pt ab sp _t3000k
05069 2500  3.0  0.0  0.90 G5 pt ab sp _t3000k
05070 2500  3.0  0.0  1.05 G5 pt ab sp _t3000k
05071 2500  3.0  0.0  1.00 G5 pt ab sp _t3000k
05072 2500  3.0  0.0  1.12 G5 pt ab sp _t3000k
05073 2500  3.0  0.0  1.40 G5 pt ab sp _t3000k
05074 2500  3.0  0.5  0.35 G5 pt ab sp _t3000k
05075 2500  3.0  0.5  0.55 G5 pt ab sp _t3000k
05076 2500  3.0  0.5  0.71 G5 pt ab sp _t3000k
05077 2500  3.0  0.5  0.72 G5 pt ab sp _t3000k
05078 2500  3.0  0.5  0.73 G5 pt ab sp _t3000k
05079 2500  3.0  0.5  0.74 G5 pt ab sp _t3000k
05080 2500  3.0  0.5  0.75 G5 pt ab sp _t3000k
05081 2500  3.0  0.5  0.70 G5 pt ab sp _t3000k
05082 2500  3.0  0.5  0.85 G5 pt ab sp _t3000k
05083 2500  3.0  0.5  0.91 G5 pt ab sp 
05084 2500  3.0  0.5  0.92 G5 pt ab sp 
05085 2500  3.0  0.5  0.93 G5 pt ab sp 
05086 2500  3.0  0.5  0.94 G5 pt ab sp 
05087 2500  3.0  0.5  0.95 G5 pt ab sp _conv
05088 2500  3.0  0.5  0.90 G5 pt ab sp _t3000k
05089 2500  3.0  0.5  1.05 G5 pt ab sp 
05090 2500  3.0  0.5  1.00 G5 pt ab sp 
05091 2500  3.0  0.5  1.12 G5 pt ab sp 
05092 2500  3.0  0.5  1.40 G5 pt ab sp 
05093 2500  3.0  1.0  0.35 G5 pt ab sp _t3000k
05094 2500  3.0  1.0  0.55 G5 pt ab sp _t3000k
05095 2500  3.0  1.0  0.71 G5 pt ab sp _t3000k
05096 2500  3.0  1.0  0.72 G5 pt ab sp _t3000k
05097 2500  3.0  1.0  0.73 G5 pt ab sp _t3000k
05098 2500  3.0  1.0  0.74 G5 pt ab sp _t3000k
05099 2500  3.0  1.0  0.75 G5 pt ab sp _t3000k
05100 2500  3.0  1.0  0.70 G5 pt ab sp _t3000k
05101 2500  3.0  1.0  0.85 G5 pt ab sp _t3000k
05102 2500  3.0  1.0  0.91 G5 pt ab sp 
05103 2500  3.0  1.0  0.92 G5 pt ab sp _conv
05104 2500  3.0  1.0  0.93 G5 pt ab sp _conv
05105 2500  3.0  1.0  0.94 G5 pt ab sp _conv
05106 2500  3.0  1.0  0.95 G5 pt ab sp _conv
05107 2500  3.0  1.0  0.90 G5 pt ab sp 
05108 2500  3.0  1.0  1.05 G5 pt ab sp 
05109 2500  3.0  1.0  1.00 G5 pt ab sp 
05110 2500  3.0  1.0  1.12 G5 pt ab sp 
05111 2500  3.0  1.0  1.40 G5 pt ab sp 
05112 2500  3.0  2.0  0.35 G5 pt ab sp _t3000k_nconvergence_0.13
05113 2500  3.0  2.0  0.55 G5 pt ab sp _t3000k
05114 2500  3.0  2.0  0.71 G5 pt ab sp _t3000k
05115 2500  3.0  2.0  0.72 G5 pt ab sp _t3000k
05116 2500  3.0  2.0  0.73 G5 pt ab sp _t3000k
05117 2500  3.0  2.0  0.74 G5 pt ab sp _t3000k
05118 2500  3.0  2.0  0.75 G5 pt ab sp _t3000k
05119 2500  3.0  2.0  0.70 G5 pt ab sp _t3000k
05120 2500  3.0  2.0  0.85 G5 pt ab sp _t3000k
05121 2500  3.0  2.0  0.91 G5 pt ab sp _conv
05122 2500  3.0  2.0  0.92 G5 pt ab sp _conv
05123 2500  3.0  2.0  0.93 G5 pt ab sp _conv
05124 2500  3.0  2.0  0.94 G5 pt ab sp _conv
05125 2500  3.0  2.0  0.95 G5 pt ab sp _conv
05126 2500  3.0  2.0  0.90 G5 pt ab sp _t3000k
05127 2500  3.0  2.0  1.05 G5 pt ab sp 
05128 2500  3.0  2.0  1.00 G5 pt ab sp 
05129 2500  3.0  2.0  1.12 G5 pt ab sp 
05130 2500  3.0  2.0  1.40 G5 pt ab sp 
05131 2500  4.0 -0.5  0.35 G5 pt ab sp 
05132 2500  4.0 -0.5  0.55 G5 pt ab sp 
05133 2500  4.0 -0.5  0.71 G5 pt ab sp 
05134 2500  4.0 -0.5  0.72 G5 pt ab sp 
05135 2500  4.0 -0.5  0.73 G5 pt ab sp 
05136 2500  4.0 -0.5  0.74 G5 pt ab sp 
05137 2500  4.0 -0.5  0.75 G5 pt ab sp 
05138 2500  4.0 -0.5  0.70 G5 pt ab sp 
05139 2500  4.0 -0.5  0.85 G5 pt ab sp 
05140 2500  4.0 -0.5  0.91 G5 pt ab sp 
05141 2500  4.0 -0.5  0.92 G5 pt ab sp 
05142 2500  4.0 -0.5  0.93 G5 pt ab sp 
05143 2500  4.0 -0.5  0.94 G5 pt ab sp 
05144 2500  4.0 -0.5  0.95 G5 pt ab sp 
05145 2500  4.0 -0.5  0.90 G5 pt ab sp 
05146 2500  4.0 -0.5  1.05 G5 pt ab sp 
05147 2500  4.0 -0.5  1.00 G5 pt ab sp 
05148 2500  4.0 -0.5  1.12 G5 pt ab sp 
05149 2500  4.0 -0.5  1.40 G5 pt ab sp 
05150 2500  4.0  0.0  0.35 G5 pt ab sp _t3000k
05151 2500  4.0  0.0  0.55 G5 pt ab sp 
05152 2500  4.0  0.0  0.71 G5 pt ab sp 
05153 2500  4.0  0.0  0.72 G5 pt ab sp 
05154 2500  4.0  0.0  0.73 G5 pt ab sp 
05155 2500  4.0  0.0  0.74 G5 pt ab sp 
05156 2500  4.0  0.0  0.75 G5 pt ab sp 
05157 2500  4.0  0.0  0.70 G5 pt ab sp 
05158 2500  4.0  0.0  0.85 G5 pt ab sp 
05159 2500  4.0  0.0  0.91 G5 pt ab sp 
05160 2500  4.0  0.0  0.92 G5 pt ab sp _conv
05161 2500  4.0  0.0  0.93 G5 pt ab sp 
05162 2500  4.0  0.0  0.94 G5 pt ab sp 
05163 2500  4.0  0.0  0.95 G5 pt ab sp 
05164 2500  4.0  0.0  0.90 G5 pt ab sp 
05165 2500  4.0  0.0  1.05 G5 pt ab sp 
05166 2500  4.0  0.0  1.00 G5 pt ab sp 
05167 2500  4.0  0.0  1.12 G5 pt ab sp 
05168 2500  4.0  0.0  1.40 G5 pt ab sp 
05169 2500  4.0  0.5  0.35 G5 pt ab sp _t3000k
05170 2500  4.0  0.5  0.55 G5 pt ab sp _t3000k
05171 2500  4.0  0.5  0.71 G5 pt ab sp 
05172 2500  4.0  0.5  0.72 G5 pt ab sp 
05173 2500  4.0  0.5  0.73 G5 pt ab sp 
05174 2500  4.0  0.5  0.74 G5 pt ab sp 
05175 2500  4.0  0.5  0.75 G5 pt ab sp 
05176 2500  4.0  0.5  0.70 G5 pt ab sp 
05177 2500  4.0  0.5  0.85 G5 pt ab sp 
05178 2500  4.0  0.5  0.91 G5 pt ab sp 
05179 2500  4.0  0.5  0.92 G5 pt ab sp 
05180 2500  4.0  0.5  0.93 G5 pt ab sp 
05181 2500  4.0  0.5  0.94 G5 pt ab sp 
05182 2500  4.0  0.5  0.95 G5 pt ab sp 
05183 2500  4.0  0.5  0.90 G5 pt ab sp 
05184 2500  4.0  0.5  1.05 G5 pt ab sp 
05185 2500  4.0  0.5  1.00 G5 pt ab sp 
05186 2500  4.0  0.5  1.12 G5 pt ab sp 
05187 2500  4.0  0.5  1.40 G5 pt ab sp 
05188 2500  4.0  1.0  0.35 G5 pt ab sp _t3000k
05189 2500  4.0  1.0  0.55 G5 pt ab sp _t3000k
05190 2500  4.0  1.0  0.71 G5 pt ab sp _t3000k
05191 2500  4.0  1.0  0.72 G5 pt ab sp _t3000k
05192 2500  4.0  1.0  0.73 G5 pt ab sp _t3000k
05193 2500  4.0  1.0  0.74 G5 pt ab sp _t3000k
05194 2500  4.0  1.0  0.75 G5 pt ab sp _t3000k
05195 2500  4.0  1.0  0.70 G5 pt ab sp _t3000k
05196 2500  4.0  1.0  0.85 G5 pt ab sp 
05197 2500  4.0  1.0  0.91 G5 pt ab sp 
05198 2500  4.0  1.0  0.92 G5 pt ab sp 
05199 2500  4.0  1.0  0.93 G5 pt ab sp _conv
05200 2500  4.0  1.0  0.94 G5 pt ab sp _nconvergence_0.2
05201 2500  4.0  1.0  0.95 G5 pt ab sp _conv
05202 2500  4.0  1.0  0.90 G5 pt ab sp 
05203 2500  4.0  1.0  1.05 G5 pt ab sp 
05204 2500  4.0  1.0  1.00 G5 pt ab sp 
05205 2500  4.0  1.0  1.12 G5 pt ab sp 
05206 2500  4.0  1.0  1.40 G5 pt ab sp 
05207 2500  4.0  2.0  0.35 G5 pt ab sp _t3000k
05208 2500  4.0  2.0  0.55 G5 pt ab sp _t3000k
05209 2500  4.0  2.0  0.71 G5 pt ab sp _t3000k
05210 2500  4.0  2.0  0.72 G5 pt ab sp _t3000k
05211 2500  4.0  2.0  0.73 G5 pt ab sp _t3000k
05212 2500  4.0  2.0  0.74 G5 pt ab sp _t3000k
05213 2500  4.0  2.0  0.75 G5 pt ab sp _t3000k
05214 2500  4.0  2.0  0.70 G5 pt ab sp _t3000k
05215 2500  4.0  2.0  0.85 G5 pt ab sp _t3000k
05216 2500  4.0  2.0  0.91 G5 pt ab sp _conv
05217 2500  4.0  2.0  0.92 G5 pt ab sp _conv
05218 2500  4.0  2.0  0.93 G5 pt ab sp _conv
05219 2500  4.0  2.0  0.94 G5 pt ab sp _conv
05220 2500  4.0  2.0  0.95 G5 pt ab sp _conv
05221 2500  4.0  2.0  0.90 G5 pt ab sp 
05222 2500  4.0  2.0  1.05 G5 pt ab sp 
05223 2500  4.0  2.0  1.00 G5 pt ab sp 
05224 2500  4.0  2.0  1.12 G5 pt ab sp 
05225 2500  4.0  2.0  1.40 G5 pt ab sp 
05226 2500  5.0 -0.5  0.35 G5 pt ab sp 
05227 2500  5.0 -0.5  0.55 G5 pt ab sp 
05228 2500  5.0 -0.5  0.71 G5 pt ab sp 
05229 2500  5.0 -0.5  0.72 G5 pt ab sp 
05230 2500  5.0 -0.5  0.73 G5 pt ab sp 
05231 2500  5.0 -0.5  0.74 G5 pt ab sp 
05232 2500  5.0 -0.5  0.75 G5 pt ab sp 
05233 2500  5.0 -0.5  0.70 G5 pt ab sp 
05234 2500  5.0 -0.5  0.85 G5 pt ab sp 
05235 2500  5.0 -0.5  0.91 G5 pt ab sp 
05236 2500  5.0 -0.5  0.92 G5 pt ab sp 
05237 2500  5.0 -0.5  0.93 G5 pt ab sp 
05238 2500  5.0 -0.5  0.94 G5 pt ab sp 
05239 2500  5.0 -0.5  0.95 G5 pt ab sp 
05240 2500  5.0 -0.5  0.90 G5 pt ab sp 
05241 2500  5.0 -0.5  1.05 G5 pt ab sp 
05242 2500  5.0 -0.5  1.00 G5 pt ab sp 
05243 2500  5.0 -0.5  1.12 G5 pt ab sp 
05244 2500  5.0 -0.5  1.40 G5 pt ab sp 
05245 2500  5.0  0.0  0.35 G5 pt ab sp 
05246 2500  5.0  0.0  0.55 G5 pt ab sp 
05247 2500  5.0  0.0  0.71 G5 pt ab sp 
05248 2500  5.0  0.0  0.72 G5 pt ab sp 
05249 2500  5.0  0.0  0.73 G5 pt ab sp 
05250 2500  5.0  0.0  0.74 G5 pt ab sp 
05251 2500  5.0  0.0  0.75 G5 pt ab sp 
05252 2500  5.0  0.0  0.70 G5 pt ab sp 
05253 2500  5.0  0.0  0.85 G5 pt ab sp 
05254 2500  5.0  0.0  0.91 G5 pt ab sp 
05255 2500  5.0  0.0  0.92 G5 pt ab sp 
05256 2500  5.0  0.0  0.93 G5 pt ab sp 
05257 2500  5.0  0.0  0.94 G5 pt ab sp 
05258 2500  5.0  0.0  0.95 G5 pt ab sp 
05259 2500  5.0  0.0  0.90 G5 pt ab sp 
05260 2500  5.0  0.0  1.05 G5 pt ab sp 
05261 2500  5.0  0.0  1.00 G5 pt ab sp 
05262 2500  5.0  0.0  1.12 G5 pt ab sp 
05263 2500  5.0  0.0  1.40 G5 pt ab sp 
05264 2500  5.0  0.5  0.35 G5 pt ab sp 
05265 2500  5.0  0.5  0.55 G5 pt ab sp 
05266 2500  5.0  0.5  0.71 G5 pt ab sp 
05267 2500  5.0  0.5  0.72 G5 pt ab sp 
05268 2500  5.0  0.5  0.73 G5 pt ab sp 
05269 2500  5.0  0.5  0.74 G5 pt ab sp 
05270 2500  5.0  0.5  0.75 G5 pt ab sp 
05271 2500  5.0  0.5  0.70 G5 pt ab sp 
05272 2500  5.0  0.5  0.85 G5 pt ab sp 
05273 2500  5.0  0.5  0.91 G5 pt ab sp 
05274 2500  5.0  0.5  0.92 G5 pt ab sp _conv
05275 2500  5.0  0.5  0.93 G5 pt ab sp 
05276 2500  5.0  0.5  0.94 G5 pt ab sp 
05277 2500  5.0  0.5  0.95 G5 pt ab sp _conv
05278 2500  5.0  0.5  0.90 G5 pt ab sp 
05279 2500  5.0  0.5  1.05 G5 pt ab sp 
05280 2500  5.0  0.5  1.00 G5 pt ab sp _conv
05281 2500  5.0  0.5  1.12 G5 pt ab sp 
05282 2500  5.0  0.5  1.40 G5 pt ab sp 
05283 2500  5.0  1.0  0.35 G5 pt ab sp _t3000k
05284 2500  5.0  1.0  0.55 G5 pt ab sp 
05285 2500  5.0  1.0  0.71 G5 pt ab sp 
05286 2500  5.0  1.0  0.72 G5 pt ab sp 
05287 2500  5.0  1.0  0.73 G5 pt ab sp 
05288 2500  5.0  1.0  0.74 G5 pt ab sp 
05289 2500  5.0  1.0  0.75 G5 pt ab sp 
05290 2500  5.0  1.0  0.70 G5 pt ab sp 
05291 2500  5.0  1.0  0.85 G5 pt ab sp 
05292 2500  5.0  1.0  0.91 G5 pt ab sp _conv
05293 2500  5.0  1.0  0.92 G5 pt ab sp 
05294 2500  5.0  1.0  0.93 G5 pt ab sp _nconvergence_0.1
05295 2500  5.0  1.0  0.94 G5 pt ab sp _nconvergence_0.13
05296 2500  5.0  1.0  0.95 G5 pt ab sp _conv
05297 2500  5.0  1.0  0.90 G5 pt ab sp 
05298 2500  5.0  1.0  1.05 G5 pt ab sp 
05299 2500  5.0  1.0  1.00 G5 pt ab sp _conv
05300 2500  5.0  1.0  1.12 G5 pt ab sp 
05301 2500  5.0  1.0  1.40 G5 pt ab sp 
05302 2500  5.0  2.0  0.35 G5 pt ab sp _t3000k
05303 2500  5.0  2.0  0.55 G5 pt ab sp _t3000k
05304 2500  5.0  2.0  0.71 G5 pt ab sp 
05305 2500  5.0  2.0  0.72 G5 pt ab sp 
05306 2500  5.0  2.0  0.73 G5 pt ab sp 
05307 2500  5.0  2.0  0.74 G5 pt ab sp 
05308 2500  5.0  2.0  0.75 G5 pt ab sp 
05309 2500  5.0  2.0  0.70 G5 pt ab sp 
05310 2500  5.0  2.0  0.85 G5 pt ab sp 
05311 2500  5.0  2.0  0.91 G5 pt ab sp 
05312 2500  5.0  2.0  0.92 G5 pt ab sp _conv
05313 2500  5.0  2.0  0.93 G5 pt ab sp _conv
05314 2500  5.0  2.0  0.94 G5 pt ab sp _conv
05315 2500  5.0  2.0  0.95 G5 pt ab sp _conv
05316 2500  5.0  2.0  0.90 G5 pt ab sp _conv
05317 2500  5.0  2.0  1.05 G5 pt ab sp 
05318 2500  5.0  2.0  1.00 G5 pt ab sp 
05319 2500  5.0  2.0  1.12 G5 pt ab sp 
05320 2500  5.0  2.0  1.40 G5 pt ab sp 
05321 1000  2.3 -0.5  0.35 K5 pt ab sp _neqc
05322 1000  2.3 -0.5  0.55 K5 pt ab sp _neqc
05323 1000  2.3 -0.5  0.71 K5 pt ab sp _neqc
05324 1000  2.3 -0.5  0.72 K5 pt ab sp _neqc
05325 1000  2.3 -0.5  0.73 K5 pt ab sp _neqc
05326 1000  2.3 -0.5  0.74 K5 pt ab sp _neqc
05327 1000  2.3 -0.5  0.75 K5 pt ab sp _neqc
05328 1000  2.3 -0.5  0.70 K5 pt ab sp _neqc
05329 1000  2.3 -0.5  0.85 K5 pt ab sp _neqc
05330 1000  2.3 -0.5  0.91 K5 pt ab sp _neqc
05331 1000  2.3 -0.5  0.92 K5 pt ab sp _neqc
05332 1000  2.3 -0.5  0.93 K5 pt ab sp _neqc
05333 1000  2.3 -0.5  0.94 K5 pt ab sp _neqc
05334 1000  2.3 -0.5  0.95 K5 pt ab sp _neqc
05335 1000  2.3 -0.5  0.90 K5 pt ab sp _neqc
05336 1000  2.3 -0.5  1.05 K5 pt ab sp _neqc
05337 1000  2.3 -0.5  1.00 K5 pt ab sp _neqc
05338 1000  2.3 -0.5  1.12 K5 pt ab sp _neqc
05339 1000  2.3 -0.5  1.40 K5 pt ab sp _neqc
05340 1000  2.3  0.0  0.35 K5 pt ab sp _neqc
05341 1000  2.3  0.0  0.55 K5 pt ab sp _neqc
05342 1000  2.3  0.0  0.71 K5 pt ab sp _neqc
05343 1000  2.3  0.0  0.72 K5 pt ab sp _neqc
05344 1000  2.3  0.0  0.73 K5 pt ab sp _neqc
05345 1000  2.3  0.0  0.74 K5 pt ab sp _neqc
05346 1000  2.3  0.0  0.75 K5 pt ab sp _neqc
05347 1000  2.3  0.0  0.70 K5 pt ab sp _neqc
05348 1000  2.3  0.0  0.85 K5 pt ab sp _neqc
05349 1000  2.3  0.0  0.91 K5 pt ab sp _neqc
05350 1000  2.3  0.0  0.92 K5 pt ab sp _neqc
05351 1000  2.3  0.0  0.93 K5 pt ab sp _neqc
05352 1000  2.3  0.0  0.94 K5 pt ab sp _neqc
05353 1000  2.3  0.0  0.95 K5 pt ab sp _neqc
05354 1000  2.3  0.0  0.90 K5 pt ab sp _neqc
05355 1000  2.3  0.0  1.05 K5 pt ab sp _neqc
05356 1000  2.3  0.0  1.00 K5 pt ab sp _neqc
05357 1000  2.3  0.0  1.12 K5 pt ab sp _neqc
05358 1000  2.3  0.0  1.40 K5 pt ab sp _neqc
05359 1000  2.3  0.5  0.35 K5 pt ab sp _neqc
05360 1000  2.3  0.5  0.55 K5 pt ab sp _neqc
05361 1000  2.3  0.5  0.71 K5 pt ab sp _neqc
05362 1000  2.3  0.5  0.72 K5 pt ab sp _neqc
05363 1000  2.3  0.5  0.73 K5 pt ab sp _neqc
05364 1000  2.3  0.5  0.74 K5 pt ab sp _neqc
05365 1000  2.3  0.5  0.75 K5 pt ab sp _neqc
05366 1000  2.3  0.5  0.70 K5 pt ab sp _neqc
05367 1000  2.3  0.5  0.85 K5 pt ab sp _neqc
05368 1000  2.3  0.5  0.91 K5 pt ab sp _neqc
05369 1000  2.3  0.5  0.92 K5 pt ab sp _neqc
05370 1000  2.3  0.5  0.93 K5 pt ab sp _neqc
05371 1000  2.3  0.5  0.94 K5 pt ab sp _neqc
05372 1000  2.3  0.5  0.95 K5 pt ab sp _neqc
05373 1000  2.3  0.5  0.90 K5 pt ab sp _neqc
05374 1000  2.3  0.5  1.05 K5 pt ab sp _neqc
05375 1000  2.3  0.5  1.00 K5 pt ab sp _neqc
05376 1000  2.3  0.5  1.12 K5 pt ab sp _neqc
05377 1000  2.3  0.5  1.40 K5 pt ab sp _neqc
05378 1000  2.3  1.0  0.35 K5 pt ab sp _neqc
05379 1000  2.3  1.0  0.55 K5 pt ab sp _neqc
05380 1000  2.3  1.0  0.71 K5 pt ab sp _neqc
05381 1000  2.3  1.0  0.72 K5 pt ab sp _neqc
05382 1000  2.3  1.0  0.73 K5 pt ab sp _neqc
05383 1000  2.3  1.0  0.74 K5 pt ab sp _neqc
05384 1000  2.3  1.0  0.75 K5 pt ab sp _neqc
05385 1000  2.3  1.0  0.70 K5 pt ab sp _neqc
05386 1000  2.3  1.0  0.85 K5 pt ab sp _neqc
05387 1000  2.3  1.0  0.91 K5 pt ab sp _neqc
05388 1000  2.3  1.0  0.92 K5 pt ab sp _neqc
05389 1000  2.3  1.0  0.93 K5 pt ab sp _neqc
05390 1000  2.3  1.0  0.94 K5 pt ab sp _neqc
05391 1000  2.3  1.0  0.95 K5 pt ab sp _neqc
05392 1000  2.3  1.0  0.90 K5 pt ab sp _neqc
05393 1000  2.3  1.0  1.05 K5 pt ab sp _neqc
05394 1000  2.3  1.0  1.00 K5 pt ab sp _neqc
